c4,c12,rlu_od
0,0,1721.9048
0,0,1843.3269
0,0,1668.6627
0,0,1753.4791
0,0,1663.3663
0,0,1843.1372
0,0,1631.3214
0,0,1518.9457
0,0,1633.0579
0,0,1601.6394
0,0,1773.8096
0,0,1547.7997
0,0,1582.5826
0,0,1573.1523
0,0,1695.4546
0,.1,34864.527
0,.1,35433.566
0,.1,33987.457
0,.1,35345.633
0,.1,36658.449
0,.1,27253.414
0,.1,25923.195
0,.1,25714.063
0,.1,27543.334
0,.1,26645.99
0,.1,21920.188
0,.1,22862.775
0,.1,22323.855
0,.1,21814.516
0,.1,23071.885
0,.5,44925.926
0,.5,43036.219
0,.5,42993.926
0,.5,46064.129
0,.5,46755.02
0,.5,39144.539
0,.5,37300
0,.5,37740.926
0,.5,38761.422
0,.5,37946.309
0,.5,31650.602
0,.5,31205.705
0,.5,32382.883
0,.5,31089.82
0,.5,31661.193
0,1,58034.352
0,1,58155.641
0,1,54944.238
0,1,59772.465
0,1,59843.211
0,1,46902.121
0,1,46063.797
0,1,46943.91
0,1,47607.656
0,1,44542.32
0,1,38670.535
0,1,39794.539
0,1,37423.512
0,1,40084.285
0,1,39530.613
0,2,60119.34
0,2,60527.426
0,2,55412.246
0,2,57636.363
0,2,55641.129
0,2,56674.063
0,2,53968.176
0,2,56051.637
0,2,58805.555
0,2,54234.402
0,2,45651.199
0,2,48332.828
0,2,45266.668
0,2,49292.609
0,2,46728.789
0,3,71302.461
0,3,70981.234
0,3,70892.25
0,3,70701.719
0,3,69019.266
0,3,58876.563
0,3,58537.723
0,3,58588.418
0,3,59190.328
0,3,59028.527
0,3,50252.137
0,3,49698.063
0,3,50456.188
0,3,49324.137
0,3,50029.453
0,4,60763.328
0,4,57261.703
0,4,57818.375
0,4,64071.281
0,4,57406.383
0,4,59796.027
0,4,60469.945
0,4,61527.574
0,4,61017.359
0,4,60760.715
0,4,54306.25
0,4,52557.352
0,4,52468.598
0,4,53921.824
0,4,52137.93
0,5,76014.766
0,5,72709.813
0,5,74773.586
0,5,75680.5
0,5,78182.008
0,5,71632.93
0,5,73232.516
0,5,72845.094
0,5,72323.578
0,5,70198.617
0,5,59379.672
0,5,59764.969
0,5,58000
0,5,60372.551
0,5,57367.715
.1,0,2791.9321
.1,0,2631.1301
.1,0,2861.4719
.1,0,2719.2224
.1,0,2842.6724
.1,0,2718.261
.1,0,2977.1929
.1,0,2931.6548
.1,0,2899.4614
.1,0,2926.5735
.1,0,3279.8013
.1,0,3299.0654
.1,0,3348.6089
.1,0,3089.8877
.1,0,3650.2385
.1,.1,67161.828
.1,.1,76114.055
.1,.1,74044.898
.1,.1,74233.609
.1,.1,79888.656
.1,.1,75845.891
.1,.1,72824.617
.1,.1,77922.008
.1,.1,69346.867
.1,.1,72064.625
.1,.1,62688.086
.1,.1,63900.473
.1,.1,58634.293
.1,.1,56435.977
.1,.1,58238.094
.1,.5,88410.039
.1,.5,90168.047
.1,.5,105499
.1,.5,91106.609
.1,.5,88221.984
.1,.5,94439.391
.1,.5,95598.258
.1,.5,100246.71
.1,.5,94428.82
.1,.5,98713.273
.1,.5,76224.063
.1,.5,79164.445
.1,.5,77359.133
.1,.5,80273.602
.1,.5,78350.547
.1,1,103103.59
.1,1,111658.99
.1,1,102691.49
.1,1,105791.49
.1,1,97491.492
.1,1,105052.36
.1,1,106153.58
.1,1,104267.95
.1,1,108412.27
.1,1,104905.43
.1,1,82889.578
.1,1,84547.141
.1,1,84175.742
.1,1,83154.203
.1,1,82598.203
.1,2,97915.742
.1,2,107142.55
.1,2,125199.2
.1,2,101072.85
.1,2,98441.445
.1,2,107960.27
.1,2,110526.03
.1,2,108572.94
.1,2,109431.62
.1,2,110967.43
.1,2,87454.961
.1,2,88124.266
.1,2,91372.203
.1,2,90215.531
.1,2,88895.641
.1,3,101713.32
.1,3,106861.84
.1,3,120334.7
.1,3,106711.41
.1,3,104434.98
.1,3,115568.99
.1,3,112555.16
.1,3,115020.04
.1,3,113603.26
.1,3,113139.04
.1,3,95996.758
.1,3,95757.672
.1,3,94786.625
.1,3,94104.836
.1,3,95342.531
.1,4,137595.05
.1,4,117271.72
.1,4,119458.91
.1,4,129240.62
.1,4,118280.55
.1,4,121276.27
.1,4,119809.44
.1,4,117800
.1,4,122027.92
.1,4,119843.14
.1,4,101555.73
.1,4,95224.703
.1,4,101242.72
.1,4,101636.07
.1,4,100619.9
.1,5,119459.4
.1,5,116163.27
.1,5,117655.63
.1,5,119742.42
.1,5,128760.35
.1,5,123946.3
.1,5,123072.31
.1,5,123882.67
.1,5,123367.95
.1,5,122160.78
.1,5,98747.32
.1,5,104732.46
.1,5,101926.22
.1,5,103465.23
.1,5,104813.62
.5,0,4309.5723
.5,0,4492.0947
.5,0,4415.7783
.5,0,4741.0356
.5,0,4683.0708
.5,0,4597.0635
.5,0,4216.4429
.5,0,4543.3716
.5,0,4158.7837
.5,0,4810.9453
.5,0,5655.2261
.5,0,5320.7549
.5,0,5264.6152
.5,0,5600.6191
.5,0,5087.9121
.5,.1,110577.07
.5,.1,122711.65
.5,.1,113846.01
.5,.1,127204.2
.5,.1,119888.68
.5,.1,96964.672
.5,.1,91898.914
.5,.1,100621.66
.5,.1,95785.711
.5,.1,87742.992
.5,.1,72742.422
.5,.1,70085.469
.5,.1,72429.766
.5,.1,74920.836
.5,.1,71627.477
.5,.5,108471.58
.5,.5,111247.45
.5,.5,105719.91
.5,.5,104261.05
.5,.5,107595.39
.5,.5,97661.133
.5,.5,94883.609
.5,.5,96507.438
.5,.5,95180.461
.5,.5,95866.453
.5,.5,77341.57
.5,.5,75176.469
.5,.5,74550.367
.5,.5,73953.008
.5,.5,74265.305
.5,1,108769.23
.5,1,111899.37
.5,1,109411.52
.5,1,118055.55
.5,1,114004.19
.5,1,96502.375
.5,1,100023.57
.5,1,100784.64
.5,1,99087.539
.5,1,100422.88
.5,1,80300.148
.5,1,77382.438
.5,1,79067.672
.5,1,80527.734
.5,1,80594.313
.5,2,112415.98
.5,2,112884.15
.5,2,112585.22
.5,2,111816.7
.5,2,118599.59
.5,2,98433.602
.5,2,98039.148
.5,2,97679.672
.5,2,98660.164
.5,2,98590.461
.5,2,76973.914
.5,2,79193.789
.5,2,77481.75
.5,2,77042.148
.5,2,78846.922
.5,3,119962.73
.5,3,112821.89
.5,3,112377.2
.5,3,110376.09
.5,3,116974.52
.5,3,101608.55
.5,3,103849.66
.5,3,102545.77
.5,3,102414.09
.5,3,104423.39
.5,3,85135.672
.5,3,86657.734
.5,3,83227.484
.5,3,84191.063
.5,3,83585.781
.5,4,112600.84
.5,4,112800.84
.5,4,112675.84
.5,4,119971.02
.5,4,113400.84
.5,4,107597.02
.5,4,106154.5
.5,4,106706.48
.5,4,106056.86
.5,4,106013.45
.5,4,87096.68
.5,4,85180.992
.5,4,90610.859
.5,4,86625.766
.5,4,86792.945
.5,5,112734.48
.5,5,113480.6
.5,5,120182.2
.5,5,109273.11
.5,5,114030.11
.5,5,108850.7
.5,5,106245.25
.5,5,109831.92
.5,5,103135.82
.5,5,108157.16
.5,5,87004.68
.5,5,86539.063
.5,5,89693.25
.5,5,87727.703
.5,5,84485.359
1,0,4943.4346
1,0,4961.4561
1,0,4800.8564
1,0,4984.9785
1,0,4801.2686
1,0,5465.8496
1,0,5491.0396
1,0,5508.834
1,0,5864.6211
1,0,5399.3291
1,0,7653.0942
1,0,7773.8691
1,0,7693.9102
1,0,7373.9565
1,0,7353.9233
1,.1,91516.664
1,.1,87622.133
1,.1,92058.82
1,.1,99956.875
1,.1,95149.789
1,.1,95420.414
1,.1,97739.656
1,.1,93578.766
1,.1,94568.992
1,.1,98349.414
1,.1,77784.594
1,.1,76888.023
1,.1,79960.75
1,.1,77350.469
1,.1,80102.719
1,.5,103810.64
1,.5,103776.82
1,.5,117164
1,.5,101928.42
1,.5,102830.51
1,.5,101444.07
1,.5,101339.47
1,.5,103945.25
1,.5,102306.26
1,.5,104025.73
1,.5,88562.594
1,.5,84763.523
1,.5,83742.133
1,.5,83682.781
1,.5,83467.273
1,1,106620.39
1,1,114425.36
1,1,103749.47
1,1,101828.33
1,1,103735.17
1,1,105504.29
1,1,104256.8
1,1,107558.22
1,1,102935.92
1,1,104970.54
1,1,86449.922
1,1,86490.398
1,1,84062.594
1,1,86330.234
1,1,86287.695
1,2,103529.91
1,2,111041.85
1,2,128047.52
1,2,105714.29
1,2,106223.71
1,2,109655.88
1,2,112752.79
1,2,105316.59
1,2,109321.74
1,2,108510.41
1,2,93097.484
1,2,96433.188
1,2,93402.141
1,2,91757.391
1,2,88052.953
1,3,107255.55
1,3,109846.33
1,3,116364.63
1,3,109035.88
1,3,123805.22
1,3,109848.16
1,3,110567.42
1,3,111217.53
1,3,112769.9
1,3,110363.16
1,3,92297.172
1,3,92646.227
1,3,93260.594
1,3,96265.875
1,3,96389.063
1,4,124538.3
1,4,140231.09
1,4,122472.41
1,4,130224.32
1,4,124942.43
1,4,120745.73
1,4,121439.45
1,4,126751.28
1,4,119417.51
1,4,119808.97
1,4,109122.98
1,4,108957.59
1,4,105599.06
1,4,108907.49
1,4,101765.77
1,5,125241.07
1,5,125544.27
1,5,123169.6
1,5,135934.27
1,5,122997.83
1,5,120156.45
1,5,119067.57
1,5,123450.88
1,5,121354.67
1,5,118982.91
1,5,105574.07
1,5,106590.19
1,5,105727.41
1,5,106395.5
1,5,109949.09
2,0,6049.4624
2,0,6106.2905
2,0,5942.3076
2,0,6346.856
2,0,5961.7021
2,0,6564.748
2,0,6285.959
2,0,6466.7861
2,0,6497.2676
2,0,6016.1289
2,0,8942.1768
2,0,8835.2744
2,0,8191.4189
2,0,8129.5679
2,0,8216.749
2,.1,100520.96
2,.1,102743.03
2,.1,100725.97
2,.1,107761.34
2,.1,99993.93
2,.1,100080.99
2,.1,93245.844
2,.1,96302.172
2,.1,93594.961
2,.1,93914.719
2,.1,78262.195
2,.1,78836.117
2,.1,77706.688
2,.1,78192.664
2,.1,80633.234
2,.5,111993.71
2,.5,120121.63
2,.5,110635.77
2,.5,106136.75
2,.5,109989.18
2,.5,98961.086
2,.5,96695.508
2,.5,97226.352
2,.5,96678.797
2,.5,96238.258
2,.5,82483.234
2,.5,81169.969
2,.5,78452.523
2,.5,80390.906
2,.5,80383.133
2,1,109896.77
2,1,111216.33
2,1,104916.66
2,1,111409.38
2,1,107905.98
2,1,97566.008
2,1,100212.23
2,1,98894.914
2,1,98494.914
2,1,96650
2,1,83918.836
2,1,82756.547
2,1,82935.438
2,1,81121.117
2,1,82774.539
2,2,109084.78
2,2,113212.72
2,2,114462.04
2,2,110176.09
2,2,126743.33
2,2,107599.02
2,2,103225.04
2,2,103358.36
2,2,102056.6
2,2,104553.66
2,2,87037.516
2,2,84056.719
2,2,84783.953
2,2,85285.063
2,2,84948.641
2,3,111748.94
2,3,108101.55
2,3,108660.79
2,3,109143.48
2,3,108145.05
2,3,102703.96
2,3,103022.53
2,3,104548.55
2,3,103450.27
2,3,104108.02
2,3,86638.367
2,3,88430.141
2,3,90363.922
2,3,87037.563
2,3,86471.047
2,4,111378.92
2,4,126332.6
2,4,114065.02
2,4,141577.3
2,4,117438.07
2,4,114289.81
2,4,109545.62
2,4,110448.7
2,4,113097.52
2,4,113597.27
2,4,90628.523
2,4,93033.133
2,4,91729.578
2,4,92482.922
2,4,90197.531
2,5,113912.66
2,5,112606.66
2,5,112175.16
2,5,111943.11
2,5,118582.98
2,5,109812.72
2,5,109926.45
2,5,108317.16
2,5,108768.71
2,5,106351.21
2,5,90359.625
2,5,94089.922
2,5,90774.602
2,5,91512.539
2,5,92854.43
3,0,7420.082
3,0,6886.6211
3,0,6991.4712
3,0,8326.8857
3,0,6559.7344
3,0,9518.6992
3,0,7987.6323
3,0,8495.6826
3,0,8206.1484
3,0,8274.2227
3,0,10831.667
3,0,10721.202
3,0,11772.308
3,0,10337.043
3,0,10273.312
3,.1,103055.33
3,.1,95741.055
3,.1,98008.336
3,.1,95684.758
3,.1,97693.273
3,.1,98037.102
3,.1,98633.617
3,.1,96660.531
3,.1,97986.508
3,.1,98627.906
3,.1,84131.578
3,.1,84866.875
3,.1,85857.359
3,.1,83007.703
3,.1,83743.469
3,.5,161966.97
3,.5,118293.6
3,.5,110622.6
3,.5,125636.74
3,.5,141749.52
3,.5,108957.91
3,.5,120262.69
3,.5,111700.16
3,.5,104750.41
3,.5,109301.95
3,.5,89918.922
3,.5,86156.945
3,.5,87764
3,.5,90685.156
3,.5,89163.297
3,1,114653.2
3,1,110787.42
3,1,110200
3,1,110885.28
3,1,108127.7
3,1,105340.1
3,1,102238.58
3,1,107283.78
3,1,106294.22
3,1,105670.09
3,1,91079.875
3,1,94087.156
3,1,90751.156
3,1,87571.867
3,1,89159.578
3,2,137000
3,2,157924.13
3,2,179568.22
3,2,129189.01
3,2,145969.81
3,2,119235.2
3,2,121803.41
3,2,114792.16
3,2,117172.98
3,2,131460.39
3,2,97663.156
3,2,95545.328
3,2,95457.945
3,2,98094.766
3,2,100030.66
3,3,123293.17
3,3,116554.55
3,3,120703.2
3,3,118366.89
3,3,117020.27
3,3,109229.91
3,3,110939.93
3,3,113189.38
3,3,110560.63
3,3,111862.13
3,3,97961.18
3,3,95231.727
3,3,95846.75
3,3,95311.039
3,3,97721.742
3,4,202430.94
3,4,149344.13
3,4,187301.67
3,4,160575.64
3,4,171830.8
3,4,130081.6
3,4,126401.64
3,4,141230.89
3,4,138711.25
3,4,133435.86
3,4,104398.84
3,4,101687.84
3,4,106635.55
3,4,92817.602
3,4,98643.523
3,5,134248.98
3,5,140900.61
3,5,136547.52
3,5,147824.11
3,5,144902.48
3,5,121942.24
3,5,127754.63
3,5,122670.55
3,5,124913.32
3,5,123939.05
3,5,109217.98
3,5,106826.48
3,5,107048.2
3,5,106965.47
3,5,107530.48
4,0,7284.501
4,0,7158.5625
4,0,7161.8853
4,0,7014.8618
4,0,7101.7612
4,0,7404.1812
4,0,7716.5776
4,0,7243.2886
4,0,7400
4,0,7409.7471
4,0,8972.7998
4,0,9640.8564
4,0,10485.148
4,0,8831.4053
4,0,9613.377
4,.1,129768.8
4,.1,107409.09
4,.1,117272.9
4,.1,112884.92
4,.1,114029.82
4,.1,100409.4
4,.1,103805.69
4,.1,99429.258
4,.1,97664.453
4,.1,99044.445
4,.1,79975.648
4,.1,78357.039
4,.1,82144.867
4,.1,80335.813
4,.1,79968.039
4,.5,102686.2
4,.5,104491.63
4,.5,103217.76
4,.5,113853.17
4,.5,108027.54
4,.5,99046.898
4,.5,99712.375
4,.5,99045.688
4,.5,100525.98
4,.5,100269.55
4,.5,80896.398
4,.5,79735.297
4,.5,79870.586
4,.5,79847.18
4,.5,82612.391
4,1,106546.61
4,1,113253.16
4,1,110421.27
4,1,114218.22
4,1,123000
4,1,104544.37
4,1,101905.98
4,1,105071.55
4,1,107622.19
4,1,102330.49
4,1,84333.336
4,1,82951.883
4,1,83073.023
4,1,82784.641
4,1,82120.836
4,2,108538.13
4,2,107864.12
4,2,116190.38
4,2,108096.36
4,2,111488.32
4,2,107467.45
4,2,105736.66
4,2,105247.46
4,2,104051.28
4,2,107807.7
4,2,87582.727
4,2,85797.891
4,2,85215.25
4,2,86906.445
4,2,85139.258
4,3,112362.83
4,3,110026.61
4,3,109161.86
4,3,131313.13
4,3,118002.22
4,3,109599.28
4,3,118068.34
4,3,111326.82
4,3,115759.36
4,3,110074.87
4,3,88652.781
4,3,88159.688
4,3,88932.828
4,3,91470.406
4,3,89346.594
4,4,110746.73
4,4,111570.17
4,4,110213.22
4,4,107872.84
4,4,117558.82
4,4,109565.07
4,4,112454.85
4,4,112637.81
4,4,109350.6
4,4,111957.59
4,4,88407.516
4,4,91798.758
4,4,91830.742
4,4,91459.063
4,4,88286.57
4,5,114586.52
4,5,125541.95
4,5,114799.09
4,5,116638.83
4,5,140705.16
4,5,115845.32
4,5,118650.36
4,5,116077.76
4,5,123370.7
4,5,129376.05
4,5,95897.672
4,5,97010.672
4,5,93079.195
4,5,95397.164
4,5,92596.57
5,0,7789.2471
5,0,7707.4233
5,0,7973.8955
5,0,7378.5557
5,0,8261.5381
5,0,9433.2725
5,0,9858.7158
5,0,9215.0732
5,0,9498.2754
5,0,9127.7373
5,0,11592.409
5,0,12427.136
5,0,12532.663
5,0,12025.641
5,0,12150.502
5,.1,104127.66
5,.1,105510.87
5,.1,136146.2
5,.1,104500
5,.1,116762.82
5,.1,105991.35
5,.1,103614.46
5,.1,102085.47
5,.1,117551.28
5,.1,108407.78
5,.1,83584.219
5,.1,86048.82
5,.1,85869.695
5,.1,88062.406
5,.1,84959.945
5,.5,109445.16
5,.5,103689.66
5,.5,102814.1
5,.5,114217.84
5,.5,104564.76
5,.5,106934.59
5,.5,113402.34
5,.5,105454.85
5,.5,107530.72
5,.5,106971.04
5,.5,89812.5
5,.5,90426.406
5,.5,86833.336
5,.5,90159.703
5,.5,93576.641
5,1,130770.52
5,1,148175.78
5,1,117885.13
5,1,115434.01
5,1,121238.52
5,1,112800.69
5,1,114453.43
5,1,116550.75
5,1,112126.09
5,1,128601.6
5,1,90807.805
5,1,94372.781
5,1,94950.891
5,1,95313.672
5,1,93049.398
5,2,111026.66
5,2,112586.91
5,2,127115.06
5,2,112044.84
5,2,116328.02
5,2,125533.22
5,2,117497.34
5,2,116907.14
5,2,117177.1
5,2,115424.24
5,2,99359.633
5,2,96607.906
5,2,96255.32
5,2,97648.398
5,2,101577.65
5,3,64343.813
5,3,70927.305
5,3,61510.977
5,3,66803.117
5,3,80035.383
5,3,72935.172
5,3,62452.219
5,3,67193.008
5,3,63289.074
5,3,65260.871
5,3,64706.133
5,3,58084.465
5,3,61502.949
5,3,56743.512
5,3,58724.293
5,4,141318.97
5,4,136783.38
5,4,139901.13
5,4,137656.66
5,4,154122
5,4,138500
5,4,138585.86
5,4,135921.42
5,4,140730.64
5,4,137115.11
5,4,108337.52
5,4,108531.68
5,4,108810.81
5,4,108678.42
5,4,108234.4
5,5,152603.7
5,5,140610.39
5,5,147600
5,5,142382.8
5,5,167454.72
5,5,145029.03
5,5,134113.05
5,5,134865.97
5,5,136275.52
5,5,136359.14
5,5,108536.83
5,5,105609.09
5,5,107434.25
5,5,108612.39
5,5,108344.48
